Account_ID,Account_Name,Category,Month,Debit,Credit
31000,Marketing Expense,Expense,2024-12,0.0,0.0
10000,Cash,Assets,2025-01,17712.25,0.0
11000,Accounts Receivable,Assets,2025-01,6560.2,0.0
12000,Inventory,Assets,2025-01,46309.99,0.0
13000,Prepaid Expenses,Assets,2025-01,43989.63,0.0
14000,Fixed Assets,Assets,2025-01,13639.14,0.0
15000,Accounts Payable,Liabilities,2025-01,0.0,33339.22
16000,Accrued Expenses,Liabilities,2025-01,0.0,41043.89
17000,Short-Term Debt,Liabilities,2025-01,0.0,28204.84
18000,Long-Term Debt,Liabilities,2025-01,0.0,26952.88
19000,Common Stock,Equity,2025-01,0.0,12850.76
20000,Retained Earnings,Equity,2025-01,0.0,5562.04
21000,Sales Revenue,Revenue,2025-01,0.0,44963.57
22000,Service Revenue,Revenue,2025-01,0.0,45120.48
23000,Interest Income,Revenue,2025-01,0.0,32021.97
24000,Other Income,Revenue,2025-01,0.0,17612.46
25000,Salaries Expense,Expense,2025-01,0.0,0.0
26000,Rent Expense,Expense,2025-01,0.0,0.0
27000,Utilities Expense,Expense,2025-01,0.0,0.0
28000,Supplies Expense,Expense,2025-01,0.0,0.0
29000,Insurance Expense,Expense,2025-01,0.0,0.0
30000,Depreciation Expense,Expense,2025-01,0.0,0.0
31000,Marketing Expense,Expense,2025-01,0.0,0.0
10000,Cash,Assets,2025-02,18111.27,0.0
11000,Accounts Receivable,Assets,2025-02,36571.83,0.0
12000,Inventory,Assets,2025-02,44958.4,0.0
13000,Prepaid Expenses,Assets,2025-02,44467.23,0.0
14000,Fixed Assets,Assets,2025-02,39213.9,0.0
15000,Accounts Payable,Liabilities,2025-02,0.0,32459.55
16000,Accrued Expenses,Liabilities,2025-02,0.0,5122.86
17000,Short-Term Debt,Liabilities,2025-02,0.0,8919.81
18000,Long-Term Debt,Liabilities,2025-02,0.0,45029.16
19000,Common Stock,Equity,2025-02,0.0,30715.02
20000,Retained Earnings,Equity,2025-02,0.0,1450.66
21000,Sales Revenue,Revenue,2025-02,0.0,5972.11
22000,Service Revenue,Revenue,2025-02,0.0,33511.59
23000,Interest Income,Revenue,2025-02,0.0,1248.02
24000,Other Income,Revenue,2025-02,0.0,8879.59
25000,Salaries Expense,Expense,2025-02,0.0,0.0
26000,Rent Expense,Expense,2025-02,0.0,0.0
27000,Utilities Expense,Expense,2025-02,0.0,0.0
28000,Supplies Expense,Expense,2025-02,0.0,0.0
29000,Insurance Expense,Expense,2025-02,0.0,0.0
30000,Depreciation Expense,Expense,2025-02,0.0,0.0
31000,Marketing Expense,Expense,2025-02,0.0,0.0
10000,Cash,Assets,2025-03,27887.96,0.0
11000,Accounts Receivable,Assets,2025-03,34902.86,0.0
12000,Inventory,Assets,2025-03,32946.1,0.0
13000,Prepaid Expenses,Assets,2025-03,11989.2,0.0
14000,Fixed Assets,Assets,2025-03,35896.78,0.0
15000,Accounts Payable,Liabilities,2025-03,0.0,12625.21
16000,Accrued Expenses,Liabilities,2025-03,0.0,16944.59
17000,Short-Term Debt,Liabilities,2025-03,0.0,37578.08
18000,Long-Term Debt,Liabilities,2025-03,0.0,32832.01
19000,Common Stock,Equity,2025-03,0.0,42611.95
20000,Retained Earnings,Equity,2025-03,0.0,33223.03
21000,Sales Revenue,Revenue,2025-03,0.0,28847.12
22000,Service Revenue,Revenue,2025-03,0.0,5590.06
23000,Interest Income,Revenue,2025-03,0.0,19018.07
24000,Other Income,Revenue,2025-03,0.0,13994.92
25000,Salaries Expense,Expense,2025-03,0.0,0.0
26000,Rent Expense,Expense,2025-03,0.0,0.0
27000,Utilities Expense,Expense,2025-03,0.0,0.0
28000,Supplies Expense,Expense,2025-03,0.0,0.0
29000,Insurance Expense,Expense,2025-03,0.0,0.0
30000,Depreciation Expense,Expense,2025-03,0.0,0.0
31000,Marketing Expense,Expense,2025-03,0.0,0.0
10000,Cash,Assets,2025-04,12955.49,0.0
11000,Accounts Receivable,Assets,2025-04,48677.52,0.0
12000,Inventory,Assets,2025-04,20261.79,0.0
13000,Prepaid Expenses,Assets,2025-04,44710.28,0.0
14000,Fixed Assets,Assets,2025-04,31925.79,0.0
15000,Accounts Payable,Liabilities,2025-04,0.0,39945.75
16000,Accrued Expenses,Liabilities,2025-04,0.0,25629.22
17000,Short-Term Debt,Liabilities,2025-04,0.0,29268.29
18000,Long-Term Debt,Liabilities,2025-04,0.0,25133.37
19000,Common Stock,Equity,2025-04,0.0,10566.91
20000,Retained Earnings,Equity,2025-04,0.0,36400.15
21000,Sales Revenue,Revenue,2025-04,0.0,14757.85
22000,Service Revenue,Revenue,2025-04,0.0,2191.48
23000,Interest Income,Revenue,2025-04,0.0,32628.14
24000,Other Income,Revenue,2025-04,0.0,9678.42
25000,Salaries Expense,Expense,2025-04,0.0,0.0
26000,Rent Expense,Expense,2025-04,0.0,0.0
27000,Utilities Expense,Expense,2025-04,0.0,0.0
28000,Supplies Expense,Expense,2025-04,0.0,0.0
29000,Insurance Expense,Expense,2025-04,0.0,0.0
30000,Depreciation Expense,Expense,2025-04,0.0,0.0
31000,Marketing Expense,Expense,2025-04,0.0,0.0
10000,Cash,Assets,2025-05,47082.47,0.0
11000,Accounts Receivable,Assets,2025-05,47742.5,0.0
12000,Inventory,Assets,2025-05,45828.36,0.0
13000,Prepaid Expenses,Assets,2025-05,19137.78,0.0
14000,Fixed Assets,Assets,2025-05,1757.37,0.0
15000,Accounts Payable,Liabilities,2025-05,0.0,46487.61
16000,Accrued Expenses,Liabilities,2025-05,0.0,21981.02
17000,Short-Term Debt,Liabilities,2025-05,0.0,48366.09
18000,Long-Term Debt,Liabilities,2025-05,0.0,48217.38
19000,Common Stock,Equity,2025-05,0.0,42797.46
20000,Retained Earnings,Equity,2025-05,0.0,15428.0
21000,Sales Revenue,Revenue,2025-05,0.0,19869.79
22000,Service Revenue,Revenue,2025-05,0.0,42705.7
23000,Interest Income,Revenue,2025-05,0.0,16529.18
24000,Other Income,Revenue,2025-05,0.0,9305.14
25000,Salaries Expense,Expense,2025-05,0.0,0.0
26000,Rent Expense,Expense,2025-05,0.0,0.0
27000,Utilities Expense,Expense,2025-05,0.0,0.0
28000,Supplies Expense,Expense,2025-05,0.0,0.0
29000,Insurance Expense,Expense,2025-05,0.0,0.0
30000,Depreciation Expense,Expense,2025-05,0.0,0.0
31000,Marketing Expense,Expense,2025-05,0.0,0.0
10000,Cash,Assets,2025-06,28283.26,0.0
11000,Accounts Receivable,Assets,2025-06,46871.58,0.0
12000,Inventory,Assets,2025-06,35105.46,0.0
13000,Prepaid Expenses,Assets,2025-06,28933.0,0.0
14000,Fixed Assets,Assets,2025-06,5761.65,0.0
15000,Accounts Payable,Liabilities,2025-06,0.0,31135.35
16000,Accrued Expenses,Liabilities,2025-06,0.0,49512.64
17000,Short-Term Debt,Liabilities,2025-06,0.0,7864.12
18000,Long-Term Debt,Liabilities,2025-06,0.0,26398.15
19000,Common Stock,Equity,2025-06,0.0,43991.28
20000,Retained Earnings,Equity,2025-06,0.0,37297.66
21000,Sales Revenue,Revenue,2025-06,0.0,35153.77
22000,Service Revenue,Revenue,2025-06,0.0,35421.72
23000,Interest Income,Revenue,2025-06,0.0,18615.07
24000,Other Income,Revenue,2025-06,0.0,15386.0
25000,Salaries Expense,Expense,2025-06,0.0,0.0
26000,Rent Expense,Expense,2025-06,0.0,0.0
27000,Utilities Expense,Expense,2025-06,0.0,0.0
28000,Supplies Expense,Expense,2025-06,0.0,0.0
29000,Insurance Expense,Expense,2025-06,0.0,0.0
30000,Depreciation Expense,Expense,2025-06,0.0,0.0
31000,Marketing Expense,Expense,2025-06,0.0,0.0
10000,Cash,Assets,2025-07,40658.7,0.0
11000,Accounts Receivable,Assets,2025-07,40695.56,0.0
12000,Inventory,Assets,2025-07,43486.54,0.0
13000,Prepaid Expenses,Assets,2025-07,45748.79,0.0
14000,Fixed Assets,Assets,2025-07,26055.78,0.0
15000,Accounts Payable,Liabilities,2025-07,0.0,25574.3
16000,Accrued Expenses,Liabilities,2025-07,0.0,40116.46
17000,Short-Term Debt,Liabilities,2025-07,0.0,32848.23
18000,Long-Term Debt,Liabilities,2025-07,0.0,35396.38
19000,Common Stock,Equity,2025-07,0.0,39993.84
20000,Retained Earnings,Equity,2025-07,0.0,44610.26
21000,Sales Revenue,Revenue,2025-07,0.0,17561.76
22000,Service Revenue,Revenue,2025-07,0.0,19403.56
23000,Interest Income,Revenue,2025-07,0.0,5605.12
24000,Other Income,Revenue,2025-07,0.0,29335.73
25000,Salaries Expense,Expense,2025-07,0.0,0.0
26000,Rent Expense,Expense,2025-07,0.0,0.0
27000,Utilities Expense,Expense,2025-07,0.0,0.0
28000,Supplies Expense,Expense,2025-07,0.0,0.0
29000,Insurance Expense,Expense,2025-07,0.0,0.0
30000,Depreciation Expense,Expense,2025-07,0.0,0.0
31000,Marketing Expense,Expense,2025-07,0.0,0.0
10000,Cash,Assets,2025-08,2761.17,0.0
11000,Accounts Receivable,Assets,2025-08,23814.3,0.0
12000,Inventory,Assets,2025-08,27589.59,0.0
13000,Prepaid Expenses,Assets,2025-08,15040.52,0.0
14000,Fixed Assets,Assets,2025-08,29950.83,0.0
15000,Accounts Payable,Liabilities,2025-08,0.0,2494.51
16000,Accrued Expenses,Liabilities,2025-08,0.0,2830.06
17000,Short-Term Debt,Liabilities,2025-08,0.0,41307.43
18000,Long-Term Debt,Liabilities,2025-08,0.0,18649.34
19000,Common Stock,Equity,2025-08,0.0,7225.97
20000,Retained Earnings,Equity,2025-08,0.0,26589.92
21000,Sales Revenue,Revenue,2025-08,0.0,38729.68
22000,Service Revenue,Revenue,2025-08,0.0,11575.23
23000,Interest Income,Revenue,2025-08,0.0,31521.63
24000,Other Income,Revenue,2025-08,0.0,5182.03
25000,Salaries Expense,Expense,2025-08,0.0,0.0
26000,Rent Expense,Expense,2025-08,0.0,0.0
27000,Utilities Expense,Expense,2025-08,0.0,0.0
28000,Supplies Expense,Expense,2025-08,0.0,0.0
29000,Insurance Expense,Expense,2025-08,0.0,0.0
30000,Depreciation Expense,Expense,2025-08,0.0,0.0
31000,Marketing Expense,Expense,2025-08,0.0,0.0
10000,Cash,Assets,2025-09,3532.4,0.0
11000,Accounts Receivable,Assets,2025-09,27036.38,0.0
12000,Inventory,Assets,2025-09,27491.12,0.0
13000,Prepaid Expenses,Assets,2025-09,32234.07,0.0
14000,Fixed Assets,Assets,2025-09,36578.48,0.0
15000,Accounts Payable,Liabilities,2025-09,0.0,48816.75
16000,Accrued Expenses,Liabilities,2025-09,0.0,26298.72
17000,Short-Term Debt,Liabilities,2025-09,0.0,16824.87
18000,Long-Term Debt,Liabilities,2025-09,0.0,39964.12
19000,Common Stock,Equity,2025-09,0.0,14270.78
20000,Retained Earnings,Equity,2025-09,0.0,22509.6
21000,Sales Revenue,Revenue,2025-09,0.0,4844.36
22000,Service Revenue,Revenue,2025-09,0.0,2242.19
23000,Interest Income,Revenue,2025-09,0.0,48169.77
24000,Other Income,Revenue,2025-09,0.0,41963.03
25000,Salaries Expense,Expense,2025-09,0.0,0.0
26000,Rent Expense,Expense,2025-09,0.0,0.0
27000,Utilities Expense,Expense,2025-09,0.0,0.0
28000,Supplies Expense,Expense,2025-09,0.0,0.0
29000,Insurance Expense,Expense,2025-09,0.0,0.0
30000,Depreciation Expense,Expense,2025-09,0.0,0.0
31000,Marketing Expense,Expense,2025-09,0.0,0.0
10000,Cash,Assets,2025-10,35102.74,0.0
11000,Accounts Receivable,Assets,2025-10,21038.69,0.0
12000,Inventory,Assets,2025-10,9491.42,0.0
13000,Prepaid Expenses,Assets,2025-10,8665.42,0.0
14000,Fixed Assets,Assets,2025-10,13261.9,0.0
15000,Accounts Payable,Liabilities,2025-10,0.0,27912.11
16000,Accrued Expenses,Liabilities,2025-10,0.0,36015.2
17000,Short-Term Debt,Liabilities,2025-10,0.0,33349.67
18000,Long-Term Debt,Liabilities,2025-10,0.0,14716.76
19000,Common Stock,Equity,2025-10,0.0,47788.4
20000,Retained Earnings,Equity,2025-10,0.0,37156.95
21000,Sales Revenue,Revenue,2025-10,0.0,28163.35
22000,Service Revenue,Revenue,2025-10,0.0,30974.32
23000,Interest Income,Revenue,2025-10,0.0,21560.4
24000,Other Income,Revenue,2025-10,0.0,13138.82
25000,Salaries Expense,Expense,2025-10,0.0,0.0
26000,Rent Expense,Expense,2025-10,0.0,0.0
27000,Utilities Expense,Expense,2025-10,0.0,0.0
28000,Supplies Expense,Expense,2025-10,0.0,0.0
29000,Insurance Expense,Expense,2025-10,0.0,0.0
30000,Depreciation Expense,Expense,2025-10,0.0,0.0
31000,Marketing Expense,Expense,2025-10,0.0,0.0
10000,Cash,Assets,2025-11,18442.66,0.0
11000,Accounts Receivable,Assets,2025-11,38134.46,0.0
12000,Inventory,Assets,2025-11,1705.28,0.0
13000,Prepaid Expenses,Assets,2025-11,6687.56,0.0
14000,Fixed Assets,Assets,2025-11,3254.13,0.0
15000,Accounts Payable,Liabilities,2025-11,0.0,2995.71
16000,Accrued Expenses,Liabilities,2025-11,0.0,42917.57
17000,Short-Term Debt,Liabilities,2025-11,0.0,35479.24
18000,Long-Term Debt,Liabilities,2025-11,0.0,24234.52
19000,Common Stock,Equity,2025-11,0.0,5793.87
20000,Retained Earnings,Equity,2025-11,0.0,25089.18
21000,Sales Revenue,Revenue,2025-11,0.0,24200.12
22000,Service Revenue,Revenue,2025-11,0.0,9486.89
23000,Interest Income,Revenue,2025-11,0.0,22258.73
24000,Other Income,Revenue,2025-11,0.0,20526.73
25000,Salaries Expense,Expense,2025-11,0.0,0.0
26000,Rent Expense,Expense,2025-11,0.0,0.0
27000,Utilities Expense,Expense,2025-11,0.0,0.0
28000,Supplies Expense,Expense,2025-11,0.0,0.0
29000,Insurance Expense,Expense,2025-11,0.0,0.0
30000,Depreciation Expense,Expense,2025-11,0.0,0.0
31000,Marketing Expense,Expense,2025-11,0.0,0.0
10000,Cash,Assets,2025-12,31176.65,0.0
11000,Accounts Receivable,Assets,2025-12,32119.59,0.0
12000,Inventory,Assets,2025-12,3219.9,0.0
13000,Prepaid Expenses,Assets,2025-12,19356.02,0.0
14000,Fixed Assets,Assets,2025-12,31667.14,0.0
15000,Accounts Payable,Liabilities,2025-12,0.0,25653.68
16000,Accrued Expenses,Liabilities,2025-12,0.0,42968.0
17000,Short-Term Debt,Liabilities,2025-12,0.0,33275.99
18000,Long-Term Debt,Liabilities,2025-12,0.0,8983.79
19000,Common Stock,Equity,2025-12,0.0,4457.87
20000,Retained Earnings,Equity,2025-12,0.0,32478.54
21000,Sales Revenue,Revenue,2025-12,0.0,2299.05
22000,Service Revenue,Revenue,2025-12,0.0,29703.0
23000,Interest Income,Revenue,2025-12,0.0,47071.28
24000,Other Income,Revenue,2025-12,0.0,29198.23
25000,Salaries Expense,Expense,2025-12,0.0,0.0
26000,Rent Expense,Expense,2025-12,0.0,0.0
27000,Utilities Expense,Expense,2025-12,0.0,0.0
28000,Supplies Expense,Expense,2025-12,0.0,0.0
29000,Insurance Expense,Expense,2025-12,0.0,0.0
30000,Depreciation Expense,Expense,2025-12,0.0,0.0
31000,Marketing Expense,Expense,2025-12,0.0,0.0
